title,text,subject,date
"In slap at Romney, Trump says he wants Hatch to run for re-election","SALT LAKE CITY (Reuters) - President Donald Trump said on Monday he wants U.S. Senator Orrin Hatch of Utah to run for re-election next year, putting Trump on a collision course with Republican rival Mitt Romney, who wants to run for Hatchâ€™s seat. Hatch, 83, has made noises about retiring from the Senate seat he has held since 1977. Republican officials say Romney, a Utah resident who was the 2012 Republican presidential nominee, has been preparing to run for Hatchâ€™s seat next year.  But Trump, who has clashed with Romney in the past, said he wants Hatch to run for re-election. â€œYou are a true fighter, Orrin, I have to say,â€ Trump said at an event in Salt Lake City, Utahâ€™s capital. â€œWe hope you will continue to serve your state and your country in the Senate for a very long time to come.â€ Asked if he was going seek re-election, Hatch told reporters: â€œWeâ€™ll have to see.â€ He called Trumpâ€™s endorsement â€œcertainly is a nice thing,â€ but did not say whether it would influence his decision. Romney, 70, a former governor of Massachusetts who spends a great deal of time in Utah, has been expecting to run for Hatchâ€™s seat in a state that Republicans typically win. Romney made clear that he took a dim view of Trumpâ€™s endorsement on Monday of Republican Roy Moore for a U.S. Senate seat in Alabama that will be decided in a special election next week. Moore has been accused by at least seven women of sexual improprieties they said occurred decades ago. Several were teenagers at the time. Moore has denied the accusations and said he is the victim of a witch hunt. â€œRoy Moore in the US Senate would be a stain on the GOP and on the nation,â€ Romney wrote on Twitter. â€œLeigh Corfman and other victims are courageous heroes. No vote, no majority is worth losing our honor, our integrity.â€ Trump considered picking Romney as his secretary of state a year ago but opted instead for Rex Tillerson. In August, Romney demanded Trump apologize for saying that both sides were to blame for violence at a white-supremacist rally in Charlottesville, Virginia. Trump did not apologize. Trump demurred on Monday when asked whether he was trying to send Romney a message by encouraging Hatch to run again. â€œHeâ€™s a good man. Mittâ€™s a good man,â€ Trump said. ",politicsNews,"December 4, 2017 "
Trump lawyer's account about tweets raises questions about what president knew,"(Reuters) - President Donald Trumpâ€™s personal lawyerâ€™s legal arguments in defense of the presidentâ€™s tweets about former U.S. national security advisor Michael Flynn have been greeted with some skepticism by legal experts. In seeking to explain a Trump tweet on Saturday lawyer John Dowd told Reuters on Sunday that he wrote and â€œbollixed upâ€ the presidentâ€™s tweet in which Trump said he fired Michael Flynn for lying to the FBI and not just misleading U.S. Vice President Mike Pence.  Some observers have said the tweet showed Trump knew Flynn had committed a crime and sought to obstruct justice by, among other actions, firing then FBI director James Comey.  Dowd denied Trump knew Flynn had lied to the FBI, but raised new questions by also providing a further account of the January meetings in which former Acting U.S. Attorney General Sally Yates warned White House Counsel Don McGahn that Flynn was a security risk because he had lied about his conversations with former Russian Ambassador Sergey Kislyak. According to Dowd, Yates told McGahn that Flynn said the same thing to the FBI as he did to Pence but Yates did not convey that Flynn was facing criminal prosecution. Dowd said McGahn reported the conversation to Trump in that manner. â€œYou may conclude thatâ€™s a lie, but the Department of Justice, that had the power to charge, did not,â€ Dowd said. â€œThe first time the president knows for a fact this guy lies was when he was charged.â€ But several lawyers said, regardless of whether Yates explicitly said Flynn lied to the FBI, the White House counsel should have seen that possibility and communicated it to the president. â€œItâ€™s not every day that the acting attorney general comes over to the White House with that sort of message,â€ said Alex Whiting, a former federal prosecutor now teaching at Harvard Law School. â€œIt had to have been obvious to McGahn that Flynn probably lied to the FBI whether Yates said it or not.â€ Michael Gerhardt, a law professor at the University of North Carolina, called Dowdâ€™s argument â€œa stretchâ€ but said there might be a â€œbit of credibilityâ€ in the idea that McGahn might have been waiting for more clarity before informing the president about Flynnâ€™s criminal liability. Neither Yates nor McGahn could be reached for comment on Monday. Dowd also declined requests for further comment on Monday. Yatesâ€™ testimony in May before a Senate committee, in which she said she declined to answer McGahn when he asked about Flynnâ€™s FBI interview, appears to conflict with Dowdâ€™s account. According to a person familiar with the matter, Yates never said  that Flynn told FBI agents the same thing he told Pence. Dowd said he stood by his version of events. Flynn pleaded guilty last Friday to a charge of lying to the FBI brought by Special Counsel Robert Mueller, who is leading a probe into alleged Russian interference in the 2016 election and possible obstruction of justice by the Trump administration. Russia has denied meddling in the 2016 U.S. election and Trump has denied any collusion took place between Russia and his election campaign. Dowd also argued on Sunday that Trump could not commit the crime of obstruction of justice because â€œheâ€™s the chief law enforcement officer of the U.S.â€ Former prosecutor Robert Ray said there was some merit to the argument that Trump could not obstruct justice by firing Comey because he had the power do so. But several other lawyers took issue with Dowdâ€™s comments, noting President Richard Nixon faced impeachment for obstruction of justice prior to his resignation over the Watergate scandal. â€œItâ€™s a patently absurd argument,â€ said Andrew Wright, a former White House lawyer under President Barack Obama. â€œThe president as the chief executive sits on top of the org chart, but he has to take care to see that the law is followed.â€ ",politicsNews,"December 5, 2017 "
Democrat cites drafting error in proposed capital rule amendment,"NEW YORK (Reuters) - A Democratic U.S. senator is backing away from a proposed legislative tweak that would have helped big banks lessen their capital burden, according to a statement provided to Reuters on Monday. Senator Christopher Van Hollen, of Maryland, had submitted an amendment to a financial regulatory reform bill that would give banks a partial reprieve from a rule known as the supplemental leverage ratio, according to the document Reuters reported on earlier on Monday. However, Van Hollen is against the changes and is not offering the amendment to the Senate Banking Committee as written, his spokeswoman Bridgett Frey told Reuters. She attributed the difference to an error in drafting the amendment, whose changes consisted of two paragraphs. â€œThis is a drafting error,â€ said Frey. â€œTo be clear, Senator Van Hollen opposes changing capital requirements for non-custodial banks, and he is fighting to ensure that the Federal Reserve writes a strong rule that governs the supplementary leverage ratio rules for custodial banks.â€ â€œTo avoid any misinterpretation of his intent, he will not be offering the amendment as written,â€ she added.  Wall Street bankers have complained about the supplemental leverage ratio for years, and changes to the rule are high on big lendersâ€™ wish list as the financial reform bill works its way through Congress. The rule requires big banks that are subject to the U.S. Federal Reserveâ€™s annual stress test to hold additional capital to reflect risks they pose to the broader system. Van Hollenâ€™s abandoned amendment would have changed a part of the rule that requires lenders to hold capital against certain assets held at central banks. The change was one of more than 100 sought by banks including JPMorgan Chase & Co(JPM.N), Citigroup Inc (C.N) and Goldman Sachs Group Inc (GS.N), lobbyists said. The bill being drafted by the Senate Banking Committee was proposed by Republican Senate Banking Committee Chairman Mike Crapo and is due to be formally discussed by lawmakers this week. Van Hollen is one of 11 lawmakers in the Democratic minority who sit on the committee. The stated intention of the bill is to reduce regulatory burdens on small- and mid-sized financial companies. However, that has not stopped large institutions from lobbying hard to secure regulatory relief they have been hoping for since Republican Donald Trump was elected president last year. ",politicsNews,"December 4, 2017 "
"House, Senate Republicans face challenge over corporate AMT tax","WASHINGTON (Reuters) - U.S. Republicans in Congress are grappling with a thorny question about corporate taxes as they work to reconcile competing tax bills from the Senate and House of Representatives into a unified measure that they hope President Donald Trump will sign into law before the end of the year. The Senate bill that squeaked through on a 51-49 vote last week jettisoned a long-held Republican goal of repealing the corporate alternative minimum tax (AMT) to help pay for last-minute deals that secured the Republican votes for passage. That puts Senate Republicans on a collision course with Republicans in the House of Representatives, whose own tax bill repeals the corporate AMT and who are already calling for the tax to be eliminated in final legislation.  House and Senate Republicans also face potential sticking points over how their bills treat so-called pass-through enterprises, top earners, the estate tax on inheritances and international tax policy for corporations. But the corporate AMT could be the biggest challenge, because removing it could require lawmakers to cover a $40 billion revenue loss over a decade, possibly by scaling back their plan to cut the corporate income tax rate to 20 percent from 35 percent. The 20 percent corporate AMT is an alternative to the regular corporate income tax in computing taxes owed. It is designed to limit the ability of corporations to reduce their tax bills through various deductions and credits, such as a credit for research and development that is especially popular with Silicon Valley technology companies. Corporations must compute taxes using both methods and then pay whichever rate is higher. With the top corporate rate now at 35 percent, few wind up paying the AMT. Because both the House and the Senate bills would reduce the corporate tax rate to 20 percent, the same as the corporate AMT, there is concern that corporations would not be able to use the R&D credit. â€œI think that has to be eliminated,â€ House Republican leader Kevin McCarthy of California said of the corporate AMT in a CNBC interview on Monday.  The House voted 222-192 on Monday to go to conference with the Senate on tax legislation, setting up formal negotiations that could take weeks to complete. A similar Senate vote could come later this week.  The decision to retain the corporate AMT in the Senate bill helped keep the legislationâ€™s overall revenue loss within an agreed-upon limit of $1.5 trillion. â€œThere would need to be some sort of alternative to raise that revenue and there isnâ€™t a lot of latitude to make further trades,â€ said Jared Walczak, senior policy analyst at the nonpartisan Tax Foundation, a Washington think tank. Senator John Cornyn, the No. 2 Republican in the Senate called that â€œthe $64,000 question. â€œThe moneyâ€™s got to come from somewhere,â€ Cornyn said. â€œThatâ€™s one of the things weâ€™ll have to explore if (House Republicans) want to make some changes.â€ Trump has already signaled flexibility on the corporate tax rate, saying on Saturday that it could end up at 22 percent rather than 20 percent in both bills. His comments could help justify a bump up in corporate taxes to cover the cost of eliminating the corporate AMT. But Republicans worry that increasing the corporate income tax rate above 20 percent could make the U.S. economy less attractive in a global marketplace where national tax rates have fallen. â€œI would hope that we would not change the corporate rate,â€ Cornyn said. â€œI hope we donâ€™t undermine our own message.â€  ",politicsNews,"December 5, 2017 "
Trump to nominate former NASA chief Griffin for defense undersecretary,"WASHINGTON (Reuters) - U.S. President Donald Trump intends to nominate Michael Griffin, a former administrator of the National Aeronautics and Space Administration (NASA), as undersecretary of defense for research and engineering, the White House said on Monday. The White House had said in October that Trump intended to tap Griffin for principal deputy undersecretary of defense for acquisition, technology, and logistics. Mondayâ€™s announcement did not give a reason for the change. Griffin most recently served as chairman and chief executive officer of the Schafer Corporation, a provider of scientific, engineering, and technical services and products in the national security sector, the White House said. He held the top NASA job from 2005 to 2009. ",politicsNews,"December 5, 2017 "
Trump criticizes treatment of Flynn as unfair,"WASHINGTON (Reuters) - President Donald Trump said on Monday his former national security adviser, Michael Flynn, was being treated unfairly, implicitly criticizing the U.S. special counselâ€™s charges against him even though Flynn pleaded guilty. â€œI feel badly for General Flynn,â€ Trump told reporters at the White House, and went on to accuse his Democratic rival in the 2016 presidential campaign, Hillary Clinton, of having lied last year. Flynn, a retired Army general who was a senior adviser in Trumpâ€™s election campaign, pleaded guilty on Friday to having lied to the Federal Bureau of Investigation about his contacts with the Russian ambassador. He was charged as part of Special Counsel Robert Muellerâ€™s investigation into alleged Russian meddling in the presidential election and possible collusion by Trump campaign aides. Trump did not provide evidence or detail about his accusation against Clinton. Clinton answered questions in July 2016 about her use of a private server for government emails while she was secretary of state. There was never any indication from the FBI that Clinton did not tell the truth. â€œHillary Clinton on the 4th of July weekend went to the FBI Not under oath. It was the most incredible thing anyoneâ€™s ever seen,â€ Trump said. â€œShe lied many times, nothing happened to her. Flynn lied and itâ€™s like, they ruined his life. Very unfair.â€ Moscow has denied interfering in the election and Trump has denied collusion by his campaign. ",politicsNews,"December 4, 2017 "
Trump delays announcement on whether U.S. embassy to be moved to Jerusalem,"ABOARD AIR FORCE ONE (Reuters) - President Donald Trump will not announce a decision on Monday on whether he will again delay moving the U.S. embassy in Israel to Jerusalem, a White House spokesman said, despite Mondayâ€™s deadline for doing so. An announcement on the decision will be made â€œin coming days,â€ White House spokesman Hogan Gidley told reporters aboard Air Force One as Trump was returning from a trip to Utah. Trump had been due to decide whether to sign a waiver that would hold off relocating the embassy from Tel Aviv for another six months, as every U.S. president has done since Congress passed a law on the issue in 1995. Senior U.S. officials have said that Trump is expected to issue a temporary order, the second since he took office, to delay moving the embassy despite his campaign pledge to go ahead with the controversial action. But the officials have said Trump is likely to give a speech on Wednesday unilaterally recognizing Jerusalem as Israelâ€™s capital, a step that would break with decades of U.S. policy and could fuel violence in the Middle East. They have said, however, that no final decisions have been made. â€œThe president has been clear on this issue from the get-go; that itâ€™s not a matter of if, but a matter of when,â€ Gidley said. The Palestinians want East Jerusalem as the capital of their future state, and the international community does not recognize Israelâ€™s claim on all of the city, home to sites holy to the Jewish, Muslim and Christian religions.         ",politicsNews,"December 4, 2017 "
Mulvaney says no plans to fire U.S. consumer bureau's English,"WASHINGTON (Reuters) - Mick Mulvaney, White House budget chief and acting director of the Consumer Financial Protection Bureau (CFPB), said on Monday he has no intention of firing Leandra English, who had attempted to block him from taking control of the agency. Former CFPB head Richard Cordray had named English to lead the bureau following his resignation last month, but that appointment had been mired in turmoil after U.S. President Donald Trump had assigned Mulvaney to the same role. A U.S. District Court judge last week sided with Trump, saying the law gave Mulvaney the right to lead the consumer finance watchdog, but English is challenging the decision. During a news briefing at the CFPB on Monday, Mulvaney told reporters he would â€œabsolutely notâ€ consider firing English and that he would like her to continue to serve as deputy director but had not had any direct contact with her. English could not immediately be reached for comment through her lawyer, Deepak Gupta. Since arriving at the CFPB, Mulvaney has implemented a hiring freeze and suspended all new regulations for 30 days. On Monday, he said he was also reviewing more than 100 pending enforcement actions, including litigation as well as private settlement talks and investigations.  He declined to comment on specific cases, but said there were two litigation actions he has asked to delay and separately cited the CFPBâ€™s case against mortgage company PHH Corp (PHH.N) as one that â€œhas issuesâ€ without elaborating.  The budget chief said data security was also a top priority and that he had instructed the bureau to stop collecting personally identifiable information until data security problems highlighted by the bureauâ€™s independent audit office had been addressed. Mulvaney this week brought in Republican congressional lawyer Brian Johnson as a senior adviser and plans to quickly bring on board more political hires to help him review the bureauâ€™s existing and pending regulations, the budget chief said.   â€œThen Iâ€™m going to get down to the weeds of something I enjoy which is the budget, and how the agency ... is funded, how itâ€™s structured, personnel, those types of things,â€ he added. Trump â€œwants to move expeditiouslyâ€ on naming a permanent replacement but the Senate confirmation process is likely to take some time and Mulvaney expects to be in the interim role for up to seven months, he said in an interview Reuters. English is expected to formally file a preliminary injunction against Mulvaney and Trump this week, according to court filings.  ",politicsNews,"December 4, 2017 "
Ex-U.S. consumer bureau head Cordray set to run for Ohio governor,"(Reuters) - Richard Cordray, a Democrat whose resignation as head of the U.S. consumer bureau last month triggered a political battle over who should replace him, plans to run for governor of Ohio, an advisor said on Monday. Cordray will make the announcement at an event on Tuesday at a restaurant in his home town of Grove City, Ohio, said the advisor, who asked to remain anonymous. Cordray will later tour Ohio, meeting with Democratic activists, community leaders and voters, the advisor said. When he resigned last month, Cordray named his deputy to head the Consumer Financial Protection Bureau. But the appointment was mired in turmoil after President Donald Trump assigned White House budget chief Mick Mulvaney to the role. A federal judge last week sided with Trump, but the deputy, Leandra English, is challenging the decision. The 2018 election is to replace Ohio Governor John Kasich, a Republican who cannot seek a third term because of term limits in the pivotal election battleground state. Kasich ran unsuccessfully for president in 2016. Many Democrats have said Cordray, with his reputation for being tough on banks and defending consumers, is their best hope for taking the Ohio governorâ€™s mansion and chipping away at Republicansâ€™ dominance in state government. Several candidates from both the Republican and Democratic parties announced they would run for Ohio governor, according to local media. Cordray delivered a campaign-style speech at a Labor Day celebration in Cincinnnati in September, but at the time he stopped short of saying whether he intended to run for governor. The Ohio native was the first director of the Consumer Financial Protection Bureau, a consumer watchdog agency created under former President Barack Obama in the aftermath of the 2007-2009 financial crisis.  In Washington, Mulvaney on Monday said he has no intention of firing English. ",politicsNews,"December 4, 2017 "
"John Anderson, liberal Republican who challenged Reagan, dies at 95","WASHINGTON (Reuters) - John Anderson, a former Republican congressman who challenged the partyâ€™s conservative drift by taking on its chief symbol, Ronald Reagan, and ran for president as an independent in 1980, died on Sunday. He was 95. Anderson had been ill for some time, family friend Dan Johnson told Reuters in a telephone interview. Andersonâ€™s wife, Keke, and his daughter Diane were at his side when he died in Washington, Diane Anderson said by phone.  Anderson finished a distant third with almost 7 percent of the vote in the 1980 presidential election but gave almost 6 million voters an alternative to the conservative Reagan - who won the election - and the unpopular Democratic president, Jimmy Carter. But Anderson did not win a single precinct and political analysts said he ultimately may have contributed to Reaganâ€™s electoral landslide by taking votes from Carter. Andersonâ€™s first venture into politics came in 1956 when he was elected as a state attorney in Illinois. In 1960, he won the first of 10 terms in the U.S. House of Representatives running as a conservative. He later moved to the left, breaking with conservatives in 1968 by voting for a bill to outlaw racial discrimination in housing. Anderson served as chairman of the House Republican Conference for the next 10 years even as he became more critical of Republican President Richard Nixon, especially on his handling of the Vietnam War. He was one of the first Republican House members to call for Nixonâ€™s resignation over the Watergate scandal. â€œHeâ€™s the smartest guy in Congress, but he insists on voting his conscience instead of party,â€ Republican U.S. Representative Gerald Ford, who later become president, said of Anderson in 1973. In 1980, with Carter low in the opinion polls and his administration mired in the Iran hostage crisis, many Republicans, including Anderson, jumped into the partyâ€™s presidential primaries for a chance to oppose the Democrat in the November election. Reagan, who had come close to winning the Republican presidential nomination in 1976, quickly moved to the front of the race, with his main opponent being former U.N. Ambassador George H.W. Bush. Anderson dropped out of the Republican primaries in the spring of 1980 and announced he was running as an independent. When he entered the race, he was enthusiastically greeted as an alternative to the major parties, getting around 25 percent support in at least one poll. But his poll numbers began sliding, even though he was seen as having bested Reagan in surveys after a televised debate with the Republican presidential nominee. Carter boycotted that debate and refused to face Reagan if Anderson was included. Carter finally agreed to a debate with Reagan shortly before the election, when the sponsoring League of Women Voters agreed not to invite Anderson. Four years later, Andersonâ€™s break with conservative Republicans was complete and he supported Democratic presidential nominee Walter Mondale, who lost to Reagan in a landslide. Born in Rockford, Illinois, on Feb. 15, 1922, Anderson was educated at the University of Illinois Urbana-Champaign and Harvard Law School. He served in the Second World War and joined the foreign service, stationed in Germany, his family said in a statement.  After his presidential defeat, Anderson became a visiting professor at various universities, wrote extensively and served on many boards including FairVote, a voting rights organization formerly known as the Center for Voting and Democracy. In the 2000 presidential election, Anderson was seen as a possible presidential candidate for the Reform Party founded by Texas billionaire Ross Perot, but he ended up endorsing Ralph Nader.	 Diane Anderson said her father believed the two-party system was broken and was appalled by what happened with the Republican Party.  â€œEverything he wanted to prevent unfortunately came to pass,â€ she said. ",politicsNews,"December 4, 2017 "
U.S. defense chief urges Pakistan to redouble efforts against militants,"ISLAMABAD (Reuters) - U.S. Defense Secretary Jim Mattis met Pakistanâ€™s civilian and military leaders on Monday and urged them to â€œredoubleâ€ their efforts to rein in militants accused of using the country as a base to carry out attacks in neighboring Afghanistan. Mattis, on a one-day visit to Pakistan, said the South Asian nation had made progress in the fight against militancy inside its borders but needed to make more. More than 100 days since U.S. President Donald Trump announced a South Asia strategy that calls for a firmer line toward Islamabad, U.S. officials and analysts say there has been only limited success and it is not clear how progress will be made. U.S. officials have long been frustrated by what they see as Pakistanâ€™s reluctance to act against groups such as the Afghan Taliban and the Haqqani network that they believe exploit safe haven on Pakistani soil to launch attacks in Afghanistan. â€œThe Secretary reiterated that Pakistan must redouble its efforts to confront militants and terrorists operating within the country,â€ the Pentagon said in a statement. Mattis, who visited Pakistan for the first time as defense secretary, said before the trip that the goal for his meetings with Pakistani officials would be to find â€œcommon groundâ€. In his discussion with Mattis, Pakistani Prime Minister Shahid Khaqan Abbasi said the two allies shared objectives. â€œWeâ€™re committed (to) the war against terror,â€ he said. â€œNobody wants peace in Afghanistan more than Pakistan.â€ Mattis also met with high-ranking officials from Pakistanâ€™s powerful military, including army chief General Qamar Javed Bajwa and Lieutenant-General Naveed Mukhtar, the head of the Inter-Services Intelligence spy agency that U.S. officials say has links with Haqqani and Taliban militants. A U.S. defense official, speaking on condition of anonymity, said Mattisâ€™ conversations had been â€œstraightforwardâ€ and specific. The official said one of the topics of conversation was getting Pakistan to help bring the Taliban to the negotiating table   In August, Trump outlined a new strategy for the war in Afghanistan, chastising Pakistan over its alleged support for Afghan militants. But beyond that, the Trump administration has done little to articulate its strategy, experts say.  U.S. officials say they have not seen a change in Pakistanâ€™s support for militants, despite visits by senior U.S. officials, including Secretary of State Rex Tillerson. â€œWe have been very direct and very clear with the Pakistanis ... we have not seen those changes implemented yet,â€ General John Nicholson, the top U.S. general in Afghanistan, said last week. Pakistani officials have pushed back on the U.S. accusations and say they have done a great deal to help the United States in tracking down militants. U.S. official expressed hope relations could improve after a U.S.-Canadian couple kidnapped in Afghanistan were freed in Pakistan in October with their three children. While the Trump administration has used tougher words with Pakistan, it is has yet to change Islamabadâ€™s calculus. Some experts say the United States loses clout in Pakistan when it is seen as bullying. While Mattis traveled to the region earlier this year, he did not stop in Pakistan, but visited its arch rival, India, a relationship that has grown under the Trump administration.  â€œThere is not an effective stick anymore because Pakistan doesnâ€™t really care about U.S aid, it has been dwindling anyway and it is getting the money it needs elsewhere ... treat it with respect and actually reward it when it does do something good,â€ said Madiha Afzal, with the Brookings Institution. Mattisâ€™ brief visit to Islamabad comes a week after a hardline Pakistani Islamist group called off nationwide protests after the government met its demand that a minister accused of blasphemy resign. Separately, a Pakistani Islamist accused of masterminding a bloody 2008 assault in the Indian city of Mumbai was freed from house arrest. The White House said the release could have repercussions for U.S.-Pakistan relations. â€œI think for Pakistan, the timing is very bad. There is talk about progress being made against extremists and here you have a situation where religious hardliners have basically been handed everything they wanted on a silver platter,â€ said Michael Kugelman, with the Woodrow Wilson think tank in Washington. ",politicsNews,"December 4, 2017 "
Trump backs Alabama Republican Senate candidate Moore,"WASHINGTON (Reuters) - President Donald Trump endorsed U.S. Senate candidate Roy Moore on Monday, throwing his weight behind the embattled Alabama Republican before a special election next week that has been rocked by allegations of sexual misconduct against Moore. The White House said Trump endorsed the campaign in a call to Moore. In a post on Twitter, the president said Republicans needed the former Alabama Supreme Court justice to win to secure votes on key issues such as taxes and immigration. â€œDemocrats refusal to give even one vote for massive Tax Cuts is why we need Republican Roy Moore to win in Alabama,â€ Trump wrote.  Moore thanked the president for his backing. â€œI look forward to fighting alongside the President to #MAGA!â€ Moore said on Twitter, using Trumpâ€™s hashtag for his slogan â€œMake America Great Again.â€ In his tweet, Moore quoted Trump as saying, â€œGo get â€˜em, Roy!â€ Trump had supported Mooreâ€™s rival, U.S. Senator Luther Strange, in the Republican primary in September, in line with Senate Republicans.  He has slammed the Democratic candidate, former U.S. Attorney Doug Jones, as soft on crime and a potential puppet for Democratic leaders in Congress. On Monday, Trump said having a Democrat win the Dec. 12 election â€œwould hurt our great Republican Agenda.â€  The White House has said Trump would not campaign for Moore but he is scheduled to hold a rally on Friday in Pensacola, Florida, adjacent to Alabama.  The Alabama Republican Party also has backed Moore even as  some Republicans in Congress have remained distant given the sexual misconduct allegations that surfaced last month. Moore has denied the allegations.  Senate Majority Leader Mitch McConnell last month said he believed Mooreâ€™s accusers and joined other senators in urging him to quit the race. But on Sunday McConnell said it was up to Alabama voters to decide whether to send Moore to Washington. â€œIâ€™d have a real hard time voting for Roy Moore,â€ Republican U.S. Representative Matt Gaetz told CNN, calling the allegations against him very serious. But Alabama voters â€œvery well may hold their nose and vote forâ€ him rather than a Democrat.  Moore led Jones by six percentage points in a CBS News poll on Sunday, with most Alabama Republicans saying the allegations against him are false. A Washington Post poll last week showed Moore ahead by three percentage points, a lead within the surveyâ€™s 4.5 point margin of error.  Several women have accused Moore of sexual assault or misconduct when they were teenagers and Moore was in his early 30s. Reuters has not independently verified the reports. Moore, 70, returned to the campaign trail last week calling the allegations against him â€œdirty politics.â€ ",politicsNews,"December 4, 2017 "
Exclusive: U.S. document certifies Honduras as supporting rights amid vote crisis,"WASHINGTON (Reuters) - The U.S. State Department has certified that the Honduran government has been fighting corruption and supporting human rights, clearing the way for Honduras to receive millions of dollars in U.S. aid, a document seen by Reuters showed. The document, dated Nov. 28, which was seen by Reuters on Monday, showed that Secretary of State Rex Tillerson certified Honduras for the assistance, two days after a controversial presidential election that has been claimed by an ally of Washington. Honduras has faced violent protests over the disputed results of the election, which has still not produced a clear winner over a week after the vote ended. The decision to issue the certification prompted concern from some congressional Democrats that Republican President Donald Trumpâ€™s administration could be seen to be taking sides. â€œWhat kind of message does that send?â€ one congressional aide asked. State Department officials did not have an immediate response when questioned about the timing of the certification.  Honduras is required to fulfill about a dozen requirements in order to receive its share of $644 million appropriated by the U.S. Congress under a program to assist Central American governments. Among those requirements are combating corruption - including investigating and prosecuting current and former government officials alleged to be corrupt - and protecting the rights of political opposition parties. Honduras struggles with violent drug gangs, one of the worldâ€™s highest murder rates and endemic poverty. In recent years, many Hondurans - including children - have attempted to migrate to the United States. In hopes of stemming this migration, former President Barack Obamaâ€™s administration in 2015 came up with a plan that included sending hundreds of millions of dollars in additional aid to Honduras, Guatemala and El Salvador. Congress agreed to provide the money, if the governments were found to be taking steps to fight crime and corruption. A preliminary ballot count in Honduras on Monday pointed to a narrow victory for President Juan Orlando Hernandez over opposition challenger Salvador Nasralla, although the electoral tribunal has not declared a winner. Early last week, Nasralla, a former sportscaster and game show host, appeared set for an upset victory over Hernandez. The counting process suddenly halted for more than a day and began leaning in favor of Hernandez after resuming. Opposition leaders said they wanted a recount and have accused the government of stealing the election. Hernandez, 49, implemented a military-led crackdown on gang violence after taking office in 2014. He has been supported by Trumpâ€™s chief of staff, John Kelly.  Nasralla, 64, is one of Hondurasâ€™ best-known faces and is backed by former President Manuel Zelaya, a leftist ousted in a coup in 2009. ",politicsNews,"December 4, 2017 "
"Trump says encouraging Hatch to run for re-election, possibly blocking a Romney bid","SALT LAKE CITY (Reuters) - President Donald Trump on Monday said he supports Utah Senator Orrin Hatch running for re-election next year, as speculation mounts that fellow Republican and frequent Trump critic Mitt Romney hopes to take the seat. Asked whether he was encouraging Hatch, who is the Senate president pro tempore and chairs its powerful Finance Committee, to run for re-election, Trump said â€œYes.â€ While he and Hatch toured a Salt Lake City food pantry alongside leaders of the Church of Latter Day Saints, Trump sidestepped questions of whether he was trying to block Romney from running, saying only â€œHeâ€™s a good man.â€ Romney and Hatch are Mormons. ",politicsNews,"December 4, 2017 "
U.S. appeals courts to consider legality of Trump's latest travel ban,"(Reuters) - Federal appeals courts in the states of Washington and Virginia are set to hear arguments this week on the legality of President Donald Trumpâ€™s most recent travel ban, which sharply limits visitors and immigrants from eight countries, six of them Muslim-majority. Challengers, including the state of Hawaii and immigrant advocacy organizations and the American Civil Liberties Union (ACLU), argue the ban is discriminatory and violates the U.S. Constitution. The Trump administration says it is necessary to protect the United States from terrorist attacks. The 9th U.S. Circuit Court of Appeals, which is based in San Francisco, will hold a hearing in Seattle, Washington on Dec. 6 and the Richmond, Virginia-based 4th U.S. Circuit Court of Appeals has its hearing on Dec. 8. Soon after taking office in January, Trump signed an order temporarily barring all refugees and visitors from seven predominately Muslim countries. The decision led to chaos at airports and numerous legal challenges and the administration eventually replaced it with a second, somewhat narrower order.  When the second ban expired in September, Trump replaced it with a presidential proclamation indefinitely restricting travel from Iran, Libya, Syria, Yemen, Somalia, Chad, North Korea and barring certain government officials from Venezuela.      The administration said the restrictions were put in place after a worldwide review of each countryâ€™s ability to issue reliable passports and share data with the United States.  After the most recent order was issued, the same challengers who sued to stop the earlier bans went back to court. They said  the new version still discriminated against Muslims in violation of the U.S. Constitution. The lawsuits did not dispute the restrictions placed on Venezuela and North Korea. All refugees were temporarily barred as part of Trumpâ€™s first order but were not addressed in the latest ban. Instead, under a separate directive issued Oct. 24, refugees from 11 countries mostly in the Middle East and Africa now face additional security screening.   The 9th circuit appeals court on Nov. 13 ruled the ban could go partially into effect for everyone without close family relationships to people in the United States. The White House has asked the U.S. Supreme Court to lift those partial restrictions while the cases are moving forward in lower courts so that the ban would apply to everyone. The government argues the president has broad authority to decide who can come into the United States, but detractors say the expanded ban violates a law forbidding the government from discriminating based on nationality when issuing immigrant visas. The administration has repeatedly said the ban is not discriminatory and pointed out that many Muslim-majority countries are unaffected by it. Trump has made statements, however, that his legal opponents say reinforce their contention that his actions are based in anti-Muslim sentiments.  Last week, for example, the president shared on Twitter anti-Muslim videos posted by a far-right British party leader. In response to the tweet, Neal Katyal, attorney for the State of Hawaii Tweeted: â€œThanks! See you in court next week.â€ The ACLU said in a letter sent to the Supreme Court on Monday that the group planned to file a motion that would expand the record to include the recent statements by the President. ",politicsNews,"December 4, 2017 "
